id,artist_names,name,genres,acousticness,danceability,duration_ms,energy,speechiness,tempo,valence,
spotify:track:75r8bI2MTVDwgIKJplD5LS,Bruno Martini,Living On The Outside,"pop nacional,brazilian edm",0.681,0.557,188656,0.67,0.0324,118.105,0.342,
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,"modern rock,rock,pop,pov: indie",0.0462,0.734,202333,0.637,0.141,169.977,0.648,
spotify:track:6bdgrc47M89fQgpFfyO5Og,Mateus Carrilho,Privê,"pop lgbtq+ brasileira,brega funk,funk carioca",0.129,0.732,148800,0.83,0.0551,150.016,0.964,
spotify:track:6vve9WKW5I7fQzkU8dNsUE,Bruninho & Davi,E Essa Boca Aí? - Ao Vivo,"sertanejo universitario,sertanejo,sertanejo pop",0.357,0.585,181013,0.984,0.109,150.045,0.683,
spotify:track:0QsvXIfqM0zZoerQfsI9lm,"The Chainsmokers, Daya",Don't Let Me Down,"alt z,pop",0.16,0.542,208053,0.859,0.197,159.797,0.403,
spotify:track:2TJXks21BnR9sXq3qtsdNJ,Matheus & Kauan,Caminhão De Amor - Ao Vivo,"agronejo,arrocha,pop nacional,sertanejo universitario,sertanejo",0.294,0.484,171999,0.795,0.208,186.043,0.513,
spotify:track:4Z6YruMINNspGet1gQyYlK,Justin Timberlake,Supplies,"pop,dance pop",0.00695,0.793,225600,0.554,0.0451,119.993,0.225,
spotify:track:2JfXj2TERIkHwJpnG9f8uX,The Chainsmokers,Sick Boy,pop,0.104,0.548,193893,0.58,0.121,180.066,0.462,
spotify:track:7EI6Iki24tBHAMxtb4xQN2,Rita Ora,Anywhere,"uk pop,pop,dance pop",0.0364,0.628,215064,0.797,0.0596,106.93,0.321,
spotify:track:74i0ocFuhVOLp3f5kNKjeT,Mano Walter,Não Deixo Não,"sertanejo universitario,forro,sertanejo,sertanejo pop",0.569,0.854,204573,0.747,0.0402,104.956,0.649,
spotify:track:0tBbt8CrmxbjRP0pueQkyU,"Selena Gomez, Marshmello",Wolves,"progressive electro house,post-teen pop,edm,pop,brostep",0.124,0.724,197993,0.804,0.0448,124.987,0.306,
spotify:track:6zj6m5lgw6SB5bWxKdnnM1,"Lucas Lucco, MC Kekel",I Loveando Tu (feat. MC Kekel) - Ao Vivo,"funk carioca,sertanejo universitario,funk paulista,sertanejo pop,funk ostentacao,funk consciente,sertanejo",0.681,0.922,184113,0.473,0.0621,120.061,0.873,
spotify:track:03UlGexCDqWJwZXGXLjgef,Fernando & Sorocaba,Plateia - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.53,0.805,173952,0.632,0.0402,106.04,0.675,
spotify:track:2LskIZrCeLxRvCiGP8gxlh,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",Arms Around You (feat. Maluma & Swae Lee),"latin pop,miami hip hop,trap,pop rap,reggaeton,rap,melodic rap,urbano latino,emo rap,trap latino,reggaeton colombiano",0.0302,0.703,198903,0.723,0.0412,104.969,0.288,
spotify:track:3zKST4nk4QJE77oLjUZ0Ng,Avicii,Hey Brother,"pop dance,pop,edm,dance pop",0.0309,0.545,255093,0.78,0.0436,125.014,0.458,
spotify:track:5troof8mcGO3AafoDbk1gc,Taylor Swift,Look What You Made Me Do,pop,0.204,0.766,211853,0.709,0.123,128.07,0.506,
spotify:track:0d2iYfpKoM0QCKvcLCkBao,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),"electropop,pop r&b,pop,etherpop,indie poptimism",0.555,0.56,173800,0.68,0.321,89.391,0.319,
spotify:track:7krl54SfiKf4fMlM7lGlWc,"Gabriel Diniz, Wesley Safadão",Acabou Acabou (Quando Eu Digo Que Acabou) - Live,"arrocha,sertanejo,sertanejo universitario,sertanejo pop,forro",0.456,0.657,191061,0.934,0.074,101.952,0.745,
spotify:track:6h78dT41teS3xbyVwKBLV7,"Aretuza Lovi, Pabllo Vittar, Gloria Groove",Joga Bunda,"funk carioca,pop nacional,pop lgbtq+ brasileira,dance pop,funk pop",0.207,0.682,162947,0.962,0.0725,95.057,0.962,
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,"etherpop,electropop,indie poptimism,pop",0.414,0.748,244960,0.524,0.0338,95.01,0.661,
spotify:track:6ys0kXJnE7wBQKvGrTg0VQ,Matheus & Kauan,Tô Com Moral No Céu! - Ao Vivo,"agronejo,arrocha,pop nacional,sertanejo universitario,sertanejo",0.341,0.436,170076,0.756,0.111,112.285,0.716,
spotify:track:0OuShHz7Oi531jev235a5d,Zé Neto & Cristiano,A Gente Continua - Acústico,"agronejo,sertanejo universitario,sertanejo,arrocha",0.309,0.538,126052,0.681,0.0599,93.978,0.774,
spotify:track:6EFIK4B0jrvLO096QYEhnX,"Zé Felipe, Menor",Você Não Vale Nada,"agronejo,arrocha,sertanejo universitario,arrochadeira,sertanejo",0.467,0.603,210267,0.962,0.18,184.107,0.768,
spotify:track:06ZpMjkNdIDKVf3mK29UiC,"Alok, Bruno Martini, Zeeba",Never Let Me Go,"pop nacional,electro house,brazilian edm,slap house",0.0447,0.722,184071,0.84,0.0349,124.003,0.569,
spotify:track:75E2xyRjYAsmjfDeAwdW0D,Mc Neguinho do ITR,Popotão Grandão,"funk ostentacao,funk carioca",0.651,0.974,132923,0.365,0.0672,130.023,0.862,
spotify:track:7ppLcVgxpoWAhAa2c0CN3b,"Ananda, Joker Beats",Quero Que Tu Vá,"pop nacional,funk carioca",0.838,0.694,139189,0.504,0.0994,131.834,0.674,
spotify:track:59tJVlaTd7lIpnzJcw1ToX,Zé Neto & Cristiano,A Farra Perdeu Pro Amor - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.653,0.509,147049,0.808,0.0545,127.755,0.647,
spotify:track:6rrTr2HEAzlpC4KWZxF3S1,"Little Mix, Nicki Minaj",Woman Like Me (feat. Nicki Minaj),"queens hip hop,hip pop,talent show,uk pop,girl group,pop,rap",0.173,0.757,228207,0.849,0.0536,150.036,0.826,
spotify:track:77Y7tccX9Hx5iClDr39uy9,Post Malone,Hollywood's Bleeding,"pop,melodic rap,dfw rap,rap",0.331,0.405,156267,0.646,0.0476,130.218,0.17,
spotify:track:7fMQSofTl0qS9wEPHhRf4o,"Thiago Carvalho, Eduardo Costa",Chorando à Luz de Velas,"sertanejo universitario,sertanejo,sertanejo pop",0.323,0.818,175950,0.658,0.0497,118.027,0.771,
spotify:track:1crJyVBXmm9w8ljO6PylZ6,"Djonga, Coyote Beatz",HAT TRICK,"rap mineiro,afrofuturismo brasileiro,brazilian hip hop",0.138,0.809,258816,0.595,0.38,127.086,0.304,
spotify:track:5t0VcwyjDPOWIdylULdfxk,Iggy Azalea,Started,"pop,dance pop,australian hip hop",0.082,0.861,186605,0.693,0.313,165.036,0.772,
spotify:track:7lthOBXNue2IvedLRfkod8,BTS,HOME,"k-pop boy group,pop,k-pop",0.0142,0.633,234178,0.799,0.0429,142.991,0.535,
spotify:track:5600nq7TiBraBX2jobyJ3l,Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel""","uk pop,pop,dance pop",0.00579,0.588,182075,0.821,0.216,188.098,0.509,
spotify:track:3d1im1pw3WLuEty2k9XzTr,"Veigh, Niink, Bvga Beatz, JHXW, Supernova Ent",Clickbait,trap brasileiro,0.391,0.899,161344,0.544,0.32,119.022,0.753,
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,r&b,0.524,0.449,198371,0.465,0.0791,89.087,0.543,
spotify:track:73u22uLsakf8W12suab1QO,Gustavo Mioto,Pro Nosso Bem - Ao Vivo,"sertanejo universitario,sertanejo,arrocha",0.307,0.475,194219,0.855,0.306,165.141,0.623,
spotify:track:1lTsRXDMWFbsFjQGkbL5TX,"A Banca Records, Lourena, Azzy, Mazin, Black",Outro Dia,,0.313,0.841,232525,0.303,0.389,128.061,0.32,
spotify:track:6sAwJPgaSQ9Q4XGnbx1gZb,"Maluma, Becky G, Anitta",Mala Mía - Remix,"latin pop,pop nacional,reggaeton colombiano,pagode baiano,latin viral pop,rap latina,reggaeton,pop,funk pop,urbano latino,trap latino,funk rj",0.1,0.697,207143,0.772,0.309,180.046,0.858,
spotify:track:4wuCQX7JvAZLlrcmH4AeZF,"Ed Sheeran, Chance the Rapper, PnB Rock",Cross Me (feat. Chance the Rapper & PnB Rock),"trap,pop rap,uk pop,pop,conscious hip hop,singer-songwriter pop,hip hop,rap,melodic rap,chicago rap",0.212,0.746,206187,0.787,0.12,95.005,0.607,
spotify:track:2H1liABu20HXBOmbt5SQz1,Marília Mendonça,Ciumeira - Ao Vivo,"sertanejo universitario,sertanejo,arrocha",0.204,0.741,190084,0.813,0.0452,123.842,0.765,
spotify:track:6u7jPi22kF8CTQ3rb9DHE7,"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,"country rock,lgbtq+ hip hop",0.0533,0.878,157067,0.619,0.102,136.041,0.639,
spotify:track:2Rk4JlNc2TPmZe2af99d45,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),"modern rock,pop",0.033,0.61,193000,0.83,0.0571,182.162,0.728,
spotify:track:66toMgjEVAujGwyc1PEDvx,"Alok, Luan Santana",Próximo amor,"arrocha,pop nacional,electro house,slap house,sertanejo universitario,sertanejo",0.22,0.642,198012,0.744,0.0493,120.091,0.348,
spotify:track:235BOGYon3gz23rKrtNwle,"Vitor Kley, Bruno Martini",Morena,"pop nacional,brazilian edm",0.0864,0.574,164560,0.714,0.244,83.363,0.434,
spotify:track:1IcbQvHb9B7MikgQjfJtAl,Jefferson Moraes,Beber Com Emergência - Ao Vivo,"sertanejo universitario,sertanejo,sertanejo pop",0.578,0.725,136176,0.793,0.0403,107.052,0.647,
spotify:track:1owErGXMkNVCgCmCjI1vRL,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.325,0.584,154183,0.959,0.0849,173.937,0.827,
spotify:track:36UiRg8wGUOFC3E0gdyvFA,"Vitor Kley, Bruno Martini",Morena,"pop nacional,brazilian edm",0.0864,0.574,164560,0.714,0.244,83.363,0.434,
spotify:track:7G2XZhDNHo7SSDWSVxC0UT,"Anitta, MC Kevinho",Terremoto,"funk carioca,pop nacional,pagode baiano,pop,funk pop,sertanejo universitario,funk ostentacao,funk rj",0.329,0.891,146276,0.805,0.0898,95.045,0.967,
spotify:track:7nJJKm0R90xM1nGlxTHTme,Matheus & Kauan,"Cerveja, Sal E Limão - Ao Vivo","agronejo,arrocha,pop nacional,sertanejo universitario,sertanejo",0.147,0.699,201742,0.796,0.048,115.803,0.405,
spotify:track:1F46LaY3gYpvL2r534FeWs,Gusttavo Lima,Respeita o Nosso Fim - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.151,0.79,187183,0.917,0.0679,136.051,0.754,
spotify:track:3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,you should see me in a crown,"art pop,pop",0.462,0.678,180953,0.533,0.186,150.455,0.323,
spotify:track:4qx6N7gtoRnqFHQKOS5AKH,Henrique & Juliano,Rancorosa - Ao Vivo Em Brasília,"agronejo,sertanejo universitario,sertanejo,arrocha",0.308,0.644,181458,0.872,0.0563,142.02,0.507,
spotify:track:64mK5Yd0rdGeXVkMFspEyt,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Un Poco De Tu Amor,"latin pop,mexican pop,latin arena pop,latin viral pop",0.0296,0.785,206120,0.773,0.0334,119.996,0.892,
spotify:track:57w75cw5ROGxHeDmZ9S0mS,"Hungria Hip Hop, João Carlos Martins",Preta,"brazilian classical piano,rap df,brazilian hip hop",0.591,0.593,210570,0.536,0.0354,140.031,0.509,
spotify:track:1OZ4uv7OAP24Ix6j3vojLt,"Mc Paiva ZS, MC Ryan SP, Kotim",Casei Com a Putaria,"funk paulista,funk carioca,funk mtg,funk rj",0.117,0.585,157500,0.6,0.436,160.635,0.617,
spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.24,0.528,181930,0.87,0.0851,152.37,0.714,
spotify:track:7AwVSKaQxpidrtYBerkHKk,"Ana Castela, Melody, Dj Chris No Beat",Pipoco,"agronejo,funk carioca,pop nacional,no beat,pop teen brasileiro,sertanejo pop,sertanejo",0.473,0.774,194023,0.742,0.0766,134.991,0.736,
spotify:track:5Ya2WSoqPdAkmohiRZgZGl,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Qué Hay Detrás,"latin pop,mexican pop,latin arena pop,latin viral pop",0.0854,0.462,198373,0.87,0.175,185.746,0.529,
spotify:track:1td5kc4eF8J6esdCiWRvbs,DJ Silva da Norte,"Andou na Prancha Cuidado Tubarão Vai te Pegar, Tubarão te Amo",,0.392,0.841,152242,0.71,0.322,130.034,0.527,
spotify:track:1gsWgGZvy4waIfWPuctvRU,"Dj Gabriel do Borel, Anitta",Joga Sua Potranca,"funk carioca,pop nacional,pagode baiano,pop,funk pop,funk rj",0.417,0.889,139399,0.656,0.108,82.507,0.379,
spotify:track:4KLvGldnzUZU4xdELyWBom,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.342,0.394,158969,0.918,0.334,157.925,0.588,
spotify:track:0wSFsliBwxevwTEXXag2ro,"Mc Don Juan, DJ BOY",A Semana Inteira,"funk carioca,arrocha,funk paulista,batidao romantico,funk mtg,funk consciente",0.177,0.93,172235,0.451,0.299,113.403,0.455,
spotify:track:0N0JNYiFx3xTyIWmnIVuV7,"Xamã, Bagua Records, Gustah",Sagitário,"pop rap brasileiro,trap brasileiro,brazilian hip hop",0.666,0.504,172000,0.633,0.359,75.073,0.407,
spotify:track:0clo2HfL2gpiEpiE5mA3q5,"Mts No Beat, Roni Bruno, Chicão do Piseiro",Ai Que Delicia o Verão,"pop lgbtq+ brasileira,forro,arrochadeira,no beat",0.505,0.687,115992,0.674,0.112,179.901,0.896,
spotify:track:34DqVFNmMfF16dXyX4FLm1,Hugo & Guilherme,Eu Não Sei Beber Só Uma - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.495,0.704,183642,0.713,0.0321,114.895,0.601,
spotify:track:5R522k29YoZRRoGMVDyB04,Michel Teló,Olha O Dedin - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.207,0.651,168387,0.914,0.0766,163.056,0.738,
spotify:track:3hTxuoE5MBAqxMFTzEEyUP,Juliana Marques,Porta Do Ex (Bate Bate),"forro,arrocha",0.238,0.687,148032,0.733,0.0305,130.015,0.806,
spotify:track:0VyRc5D5WGP5fYSVLuhpRA,Wesley Safadão,Ex Que Fala Mal - Ao Vivo em Bahamas,"sertanejo universitario,forro,arrocha,sertanejo",0.207,0.733,154292,0.925,0.0797,170.06,0.878,
spotify:track:1yyJLeeIYHflqDqPbwKeE1,Breno Ferreira,Preguiça - Ao Vivo,"sertanejo universitario,sertanejo,sertanejo pop",0.451,0.577,166364,0.89,0.285,155.891,0.543,
spotify:track:19lxrf4xRnJqFjB4oUfUZu,Marcos & Belutti,Ninguém Pode Saber - Ao Vivo,"sertanejo universitario,sertanejo,sertanejo pop",0.428,0.637,145650,0.653,0.0388,156.004,0.773,
spotify:track:65MhLfFVLbgmtydTGPuQy5,Marcos & Belutti,Ninguém Pode Saber - Ao Vivo,"sertanejo universitario,sertanejo,sertanejo pop",0.428,0.637,145650,0.653,0.0388,156.004,0.773,
spotify:track:2GYsAhra3fo40rTgZGQnYG,Unha Pintada,Segundo Plano,"arrocha,sertanejo,forro de favela,pagode baiano,sertanejo universitario,sertanejo pop,forro",0.474,0.701,220054,0.76,0.0664,134.995,0.726,
spotify:track:3OWbJjQTOTUvU6jpVoKR9R,Eric Land,Vaqueira,forro,0.348,0.747,159085,0.901,0.0582,129.928,0.834,
spotify:track:0FMsqCI7ebewLFBfNysgkK,Thiago Carvalho,O Que É Que Eu Sou Pra Você? - Ao Vivo,sertanejo pop,0.67,0.535,171620,0.719,0.0291,145.909,0.486,
spotify:track:6iLVE0VWAaT9LcJQsyZ9JU,Eric Land,Chorei na Vaquejada,"forro,arrocha",0.667,0.604,157171,0.873,0.0408,154.011,0.834,
spotify:track:0gXnJqsjRFANTT9ASVJtJI,Avine Vinny,Anota Aí - Ao Vivo,"forro,arrocha",0.124,0.564,200724,0.96,0.0549,76.025,0.533,
spotify:track:552cCZxI40F2XPeCQXOlCx,Nadson O Ferinha,Sinal,"forro,arrocha",0.512,0.713,233038,0.68,0.0291,135.961,0.782,
spotify:track:4LGMhVOjFFFw7dciJeRiyQ,Nadson O Ferinha,Erro Que Dá Certo,"forro,arrocha",0.597,0.742,173009,0.739,0.0293,135.971,0.777,
spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),"canadian contemporary r&b,pop,r&b,canadian pop",0.321,0.677,198082,0.696,0.119,90.03,0.464,
spotify:track:1M5OUvKG03C0QtzvxRS4Zk,"Dj Guuga, Wesley Safadão, Zé Felipe",Depende,"agronejo,arrocha,sertanejo,sertanejo universitario,arrochadeira,funk paulista,forro,rave funk",0.125,0.886,156923,0.909,0.0642,130.027,0.816,
spotify:track:4fSHADbZbhpZCT9oJpxwbP,"Paulo Pires, Mc Danny, Marcynho Sensação",Ameaça,"arrocha,piseiro,arrochadeira,forro,rave funk",0.216,0.644,188096,0.938,0.0602,169.9,0.748,
spotify:track:53BkPZwlaLbW77uV9BnJkl,"Mc Poze do Rodo, Mainstreet, Ajaxx, Galdino",Eu Fiz o Jogo Virar,"trap carioca,trap brasileiro,trap funk,funk carioca",0.385,0.621,145574,0.499,0.481,122.07,0.421,
spotify:track:77rIMl1WIrLf4ZDKFYZ4ji,"Clayton & Romário, Jorge & Mateus",Água Nos Zói - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.476,0.541,188952,0.869,0.0601,129.82,0.494,
spotify:track:2EO2Ygkb3rjxExkpStXvyK,"Mc Th, G5 Deboxe, Medellin",Vou Encher de Leite e Vou Mandar Pros Alemão - Eletrofunk,"funk carioca,deboxe,funk mtg,funk ostentacao,funk rj",0.284,0.908,131077,0.708,0.082,130.041,0.436,
spotify:track:186NCtNk1tUYS7c2DxgJ7O,V,Christmas Tree,"korean ost,j-division",0.699,0.437,209947,0.384,0.042,139.009,0.181,
spotify:track:6CYMyZFlIc2huSOAHbmxnm,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),"forro,arrocha",0.685,0.709,237900,0.816,0.0346,150.06,0.921,
spotify:track:1sCn4E8TSAc0NGtJNyfhap,"Marília Mendonça, Maiara & Maraisa",Coração Bandido,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.406,0.625,247125,0.76,0.0328,77.95,0.525,
spotify:track:7h0d2h0fUmzbs7zeFigJPn,"Travis Scott, ROSALÍA, Lil Baby",HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"r&b en espanol,trap,slap house,atl hip hop,pop,rap,hip hop,atl trap",0.0567,0.559,244874,0.491,0.0346,153.131,0.114,
spotify:track:6jBAJd0HuERzQ7ejam5I35,Tarcísio do Acordeon,Lembrei de Você,"forro,arrocha",0.628,0.655,177998,0.641,0.0668,76.058,0.963,
spotify:track:0TEFZzVdIUs6g7LVoS8CWL,Dom Silver,Maria da Penha,,0.269,0.832,139328,0.898,0.0517,139.918,0.914,
spotify:track:5jVhJJGN1NchqHPMOHBLt0,Bregão du Valle,Sequência do Mete,,0.191,0.823,115667,0.868,0.0354,134.945,0.73,
spotify:track:3BoQfkZna2KPN4QUWnZcE0,Julia Sartori,Mesma Laia,,0.236,0.675,157056,0.879,0.125,150.897,0.825,
spotify:track:6rvkO4pBfsSV6TWvoQpwc9,MC Cabelinho,FIM,"trap funk,trap brasileiro,funk consciente",0.511,0.804,152832,0.518,0.0777,126.932,0.271,
spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,"canadian contemporary r&b,pop,canadian pop",0.0671,0.585,242253,0.564,0.0515,113.003,0.137,
spotify:track:2msjqUjA6Eg5TI2M5EwJ8A,Chiclete Com Banana,100% Você,"pagode,axe",0.151,0.635,243107,0.939,0.0749,118.476,0.724,
spotify:track:4nlpCOaAgkifrxNhE0E9T3,Japãozin,Pião de Vida Louca,"piseiro,forro,lambadao",0.387,0.779,230192,0.77,0.0392,156.011,0.853,
spotify:track:0SWxwJ4CWVLVsnLry5F88q,Leo Santana,Favela Venceu,"arrocha,pop nacional,pagode baiano,axe,forro",0.452,0.766,180406,0.883,0.169,128.075,0.689,
spotify:track:0PvFJmanyNQMseIFrU708S,"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),"brooklyn drill,trap,north carolina hip hop,pop rap,atl hip hop,rap,hip hop,atl trap",0.114,0.823,190476,0.586,0.2,125.971,0.347,
spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,"rap,brooklyn drill",0.65,0.709,160000,0.548,0.353,83.995,0.543,
spotify:track:4Qd0vrZK2vYYhTy0myXNQZ,Nadson O Ferinha,Eu Gosto Assim,"forro,arrocha",0.653,0.729,154645,0.732,0.0373,136.025,0.812,
spotify:track:15KlDRaZ4yzsLGEpuVO1Fp,Nadson O Ferinha,Se For Terminar,"forro,arrocha",0.31,0.707,158696,0.74,0.0281,135.963,0.803,
spotify:track:74n5d5M21JnC4WJ6gdkggK,Jorge & Mateus,Propaganda - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.381,0.614,141935,0.782,0.0605,167.95,0.77,
spotify:track:7iz4bsfPOrK9wzhXkgUfya,Katy Perry,Witness,pop,0.033,0.614,250511,0.602,0.0522,119.95,0.15,
spotify:track:1MgV7FIyNxIG7WzMRJV5HC,Taylor Swift,my tears ricochet,pop,0.806,0.456,255894,0.263,0.0332,129.86,0.111,
spotify:track:2BU6XXSG8SqiptRuj6EiLA,Gustavo Mioto,Com ou Sem Mim - Ao Vivo,"sertanejo universitario,sertanejo,arrocha",0.159,0.605,201856,0.72,0.0481,141.954,0.296,
spotify:track:2fvxmRWpeqZN8xatpB66pC,João Gustavo e Murilo,Casa mais feliz da rua - Ao vivo,"sertanejo universitario,sertanejo,sertanejo pop",0.25,0.565,165750,0.719,0.0509,160.004,0.624,
spotify:track:1nYeVF5vIBxMxfPoL0SIWg,Dua Lipa,Hallucinate,"uk pop,pop,dance pop",0.033,0.627,208505,0.69,0.139,122.053,0.627,
spotify:track:2qiqXQ2Suc253bR7k9AKVD,"MC Ysa, DJ 2F, DJ Anderson França, MK no Beat",Baile da Colômbia (Brega Funk) - Remix,"funk carioca,brega funk,no beat,funk 150 bpm,funk consciente,funk rj",0.419,0.838,124000,0.568,0.111,170.015,0.939,
spotify:track:0MCGyuixpU2nyspX50o6ws,Zé Neto & Cristiano,Banda Cover - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.31,0.736,173589,0.821,0.0965,108.083,0.775,
spotify:track:3JZwQT1rIxU3wdtF7eneee,"WC no Beat, LUDMILLA, Vitão",SEM LIMITES,"funk carioca,pop nacional,pagode baiano,no beat,trap funk,funk rj,brazilian hip hop,funk pop",0.415,0.723,171371,0.598,0.298,141.93,0.665,
spotify:track:7wAQTVTggrFQ4bceY6e3GE,"PEDRO SAMPAIO, Mc Jefinho",AQUECIMENTO DO PEDRO SAMPAIO,"deep funk ostentacao,funk carioca,funk rj",0.0265,0.828,129600,0.702,0.271,150.077,0.846,
spotify:track:1neg4NArvpVL7AOWIBja6q,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA,"funk carioca,no beat,trap funk,brazilian hip hop,funk rj",0.0547,0.728,126155,0.72,0.0811,146.137,0.487,
spotify:track:15kdyHRNcHSCTRjvHvmqrs,"LUDMILLA, DJ Will22",Cobra Venenosa (feat. DJ Will22),"funk carioca,pop nacional,pagode baiano,funk pop,funk rj",0.0311,0.823,121685,0.679,0.0724,150.135,0.596,
spotify:track:09KUam5nfzNEXSSV9zWiT9,Os Barões Da Pisadinha,O Matuto Se Apaixonou,"agronejo,arrocha,piseiro,sertanejo universitario,forro",0.628,0.771,130512,0.803,0.0378,172.008,0.966,
spotify:track:5SX7xhHFOZswVRx9hXpFFN,Os Barões Da Pisadinha,Investe Em Mim,"agronejo,arrocha,piseiro,sertanejo universitario,forro",0.533,0.696,166796,0.747,0.0379,172.042,0.962,
spotify:track:6mnySl4xEnPy0ZBBWSAHc9,Henrique & Juliano,Não Gosto Eu Amo - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.383,0.738,179608,0.764,0.0423,124.014,0.81,
spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,"pop dance,electro house,melodic rap,slap house",0.0167,0.77,176840,0.724,0.0495,121.975,0.898,
spotify:track:3CGZ7wfk4skmuyQgua1C1K,Lady Gaga,Chromatica I,"art pop,pop,dance pop",0.0126,0.231,60400,0.457,0.0318,65.827,0.0588,
spotify:track:4w47S36wQGBhGg073q3nt7,"ROSALÍA, Travis Scott",TKN (feat. Travis Scott),"r&b en espanol,slap house,pop,rap,hip hop",0.192,0.776,129371,0.509,0.467,94.634,0.485,
spotify:track:6hqJJY6rwAUS2zl9FsCQQH,Dilsinho,Deixa pra Amanhã - Ao Vivo,"pagode,sertanejo universitario,pagode novo",0.605,0.539,184784,0.746,0.0352,144.119,0.653,
spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,"funk carioca,pop nacional,dominican pop,pagode baiano,instrumental funk,funk pop,funk rj",0.345,0.845,160396,0.954,0.124,137.995,0.63,
spotify:track:2iNZMMFEii4fU827NTyQ1J,7 Minutoz,Rap Da Akatsuki: Os Ninjas Mais Procurados Do Mundo (Nerd Hits),"rap geek,nerdcore brasileiro",0.226,0.5,591299,0.666,0.124,115.996,0.332,
spotify:track:1RPrzKZdkzCNV0Ux0xEHg2,Projota,Ela Só Quer Paz,"pop nacional,sertanejo universitario,funk carioca,brazilian hip hop",0.0207,0.655,174382,0.664,0.179,172.005,0.934,
spotify:track:6vWqyUsmOubebZllSER4Ot,"Renno, João Gomes",Volta Amanhã,"piseiro,forro",0.507,0.708,149723,0.812,0.0508,141.985,0.964,
spotify:track:4YhPcVIxIAJrLhFVPGbJkE,Marília Mendonça,De Quem É a Culpa? - Ao Vivo,"sertanejo universitario,sertanejo,arrocha",0.901,0.604,202067,0.433,0.0339,139.696,0.257,
spotify:track:5ZSCMCmUNxnRTDuYZxK3ah,"Borges, NGC Daddy, Mainstreet",Aonde Eu Sou Cria,,0.274,0.653,154909,0.683,0.158,110.68,0.377,
spotify:track:5kRPPEWFJIMox5qIkQkiz5,Harry Styles,Sweet Creature,pop,0.746,0.427,224867,0.262,0.0276,104.085,0.228,
spotify:track:3yOlyBJuViE2YSGn3nVE1K,"Camila Cabello, DaBaby",My Oh My (feat. DaBaby),"trap,north carolina hip hop,pop rap,pop,rap,hip hop,dance pop",0.018,0.724,170746,0.491,0.0296,105.046,0.383,
spotify:track:0OBv4CEP5FKS19ZQGHAUM6,"Mc Paiva ZS, DJ Ak beats, Love Funk",Fala na Cara,"funk viral,funk carioca,funk rj",0.774,0.795,171707,0.507,0.101,122.934,0.785,
