id,artist_names,name,genres,acousticness,danceability,duration_ms,energy,speechiness,tempo,valence,
spotify:track:1DdnD06naRACOpK8lAnLp1,Marília Mendonça,O Que É Amor Pra Você - Ao Vivo,"sertanejo universitario,sertanejo,arrocha",0.534,0.682,184207,0.91,0.124,163.985,0.896,
spotify:track:0P3k6Jipqv1UWX0a4GmUuj,Mc Sapao,Vou Desafiar Você,"funk melody,funk das antigas,axe,funk carioca",0.358,0.644,239740,0.898,0.289,132.028,0.541,
spotify:track:5G3NKZf1Gqs7dQnY4Miliy,"Sidoka, FBC",Olha Pro Oclin,rap mineiro,0.0367,0.901,221490,0.484,0.117,130.02,0.766,
spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,"pop,dance pop",0.0888,0.824,172627,0.764,0.0854,107.998,0.881,
spotify:track:4NLfKIsRhP1cve1kcrYg40,Gusttavo Lima,Online,"agronejo,sertanejo universitario,sertanejo,arrocha",0.343,0.576,164053,0.857,0.0828,155.092,0.772,
spotify:track:6TtEsPJua1fXgiaYSjo4JD,"1Kilo, DoisP",Tenta Vir - Acústico,pop rap brasileiro,0.841,0.725,209981,0.408,0.0619,92.07,0.937,
spotify:track:1OmcAT5Y8eg5bUPv9qJT4R,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),"atl hip hop,rap,melodic rap,hip hop,pop,dfw rap",0.128,0.58,218320,0.531,0.0776,159.786,0.141,
spotify:track:69Sy7207dnixZ6w7RSV9Kb,"League of Legends, Mako, The Word Alive, The Glitch Mob",RISE,"speedrun,video game music,glitch,melodic metalcore,trancecore,metalcore,pop edm,indietronica,complextro,glitch hop",0.0169,0.459,192881,0.663,0.1,176.791,0.412,
spotify:track:4xHkRNzzHtj3O3Z1pjYWRC,"Sandy, TIAGO IORC",Me Espera,"pop nacional,nova mpb,folk brasileiro",0.237,0.546,230561,0.36,0.0279,105.022,0.206,
spotify:track:5a8RPWgKSmcGBGcffmIrUi,"Sia, Diplo, Labrinth, LSD","Thunderclouds (feat. Sia, Diplo, and Labrinth)","pop dance,australian pop,moombahton,edm,electro house,pop,dance pop,indie poptimism,australian dance",0.0085,0.691,187027,0.716,0.0351,112.035,0.507,
spotify:track:3LFG5DqNQRK0yL6WNMw99P,"Henrique & Diego, Matheus & Kauan",Ciumento Eu (feat. Matheus & Kauan) - Ao Vivo,"agronejo,arrocha,pop nacional,sertanejo universitario,sertanejo pop,sertanejo",0.118,0.483,217573,0.904,0.0656,163.901,0.819,
spotify:track:6BPt2sVRvE41rUixcCAHY6,"Felipe Araújo, Henrique & Juliano",A Mala É Falsa - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.662,0.675,183987,0.885,0.0338,130.014,0.722,
spotify:track:3RHhNmN9eFeutAzyJ6SqnY,"IZA, Rincon Sapiência",Ginga (Participação especial de Rincon Sapiência),"pop nacional,afrofuturismo brasileiro,brazilian hip hop,r&b brasileiro,trap brasileiro",0.185,0.716,180625,0.972,0.319,127.887,0.602,
spotify:track:6ujbQPGL1jQs3fAUtKwX0x,George Henrique & Rodrigo,Cliente Preferencial (Um Modão Atrás Do Outro) - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.435,0.798,165956,0.694,0.186,145.902,0.747,
spotify:track:4Sib57MmYGJzSvkW84jTwh,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),pop,0.0291,0.614,193040,0.839,0.0702,182.123,0.657,
spotify:track:0pqyzGaS6qpdHs3bzjVYzb,"Diego & Victor Hugo, Bruno & Marrone",Sem Contraindicação (feat. Bruno & Marrone) - Ao Vivo,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.581,0.647,181736,0.873,0.0605,112.917,0.612,
spotify:track:1bhUWB0zJMIKr9yVPrkEuI,"Ed Sheeran, Beyoncé",Perfect Duet (Ed Sheeran & Beyoncé),"uk pop,r&b,pop,singer-songwriter pop",0.779,0.587,259550,0.299,0.0263,94.992,0.356,
spotify:track:6nc3d5wRTTzkZo29kZRr5r,"Orochi, Dallass",Balão,"trap brasileiro,brazilian hip hop",0.17,0.535,253333,0.573,0.166,116.754,0.208,
spotify:track:29y8c2UeJJxfyskRItw5aG,"MC Cabelinho, L7NNON, Filipe Ret, Dallass",EU SOU O TREM,"pop rap brasileiro,trap funk,trap brasileiro,funk consciente,funk rj",0.267,0.772,225600,0.691,0.0474,120.016,0.768,
spotify:track:3eq6zwPwN5SAw0rZxNHI22,Gusttavo Lima,Não Me Arranha - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.409,0.851,159750,0.764,0.0338,118.011,0.943,
spotify:track:3w4RBPBd4cBwcGvK26deQO,"Tierry, Gusttavo Lima",Acertou Na Mosca,"agronejo,sertanejo universitario,sertanejo,arrocha",0.319,0.622,145962,0.725,0.0397,129.87,0.694,
spotify:track:5H25WPPytKQcMfIPu0oEBO,DJ Kaue00s,Espirra o lança,"funk carioca,funk mandelao,funk rj",0.667,0.685,190055,0.447,0.132,130.774,0.745,
spotify:track:6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,"uk pop,pop,singer-songwriter pop",0.0232,0.461,261154,0.834,0.0989,135.007,0.471,
spotify:track:50PWlIBU7PlGGwzgN8TiFJ,Lady Gaga,Million Reasons,"art pop,pop,dance pop",0.477,0.668,205280,0.449,0.0451,129.889,0.154,
spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou - Ao Vivo","agronejo,sertanejo universitario,sertanejo,arrocha",0.299,0.69,184326,0.67,0.0317,104.022,0.579,
spotify:track:6mORGLOz79w6VsCRLWYYuK,Lord Huron,The Night We Met,"indie folk,stomp and holler",0.969,0.443,208212,0.369,0.0441,174.107,0.0989,
spotify:track:70khXICDeTTxgYtw3EysKH,Ariana Grande,sweetener,pop,0.248,0.721,208493,0.459,0.032,119.914,0.46,
spotify:track:5rqQTEIVK2PTuXU9GI2wT0,Arctic Monkeys,The World's First Ever Monster Truck Front Flip,"sheffield indie,modern rock,permanent wave,rock,garage rock",0.346,0.602,180013,0.601,0.0303,145.075,0.553,
spotify:track:5VnDkUNyX6u5Sk0yZiP8XB,Imagine Dragons,Thunder,"modern rock,rock,pop",0.00782,0.604,187147,0.826,0.0434,167.985,0.241,
spotify:track:6YT14agPpTVtmhfJBXWlPS,Henrique & Juliano,Bateria Externa - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.337,0.671,174180,0.817,0.0652,161.997,0.903,
spotify:track:3umEJoDv6XsoBKlmi7eGRg,"Cleber & Cauan, Jorge",Pedaço Meu - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,sertanejo pop",0.533,0.498,195716,0.823,0.0536,103.836,0.35,
spotify:track:5kuUOpHZlZjL8b7HXkxRsm,"Xamã, Bagua Records, Neo Beats, Matuê",Luxúria,"pop rap brasileiro,rap cearense,brazilian hip hop,r&b brasileiro,trap brasileiro",0.301,0.737,185311,0.564,0.316,140.075,0.684,
spotify:track:7qQV8fo97AFhrL9HPUeAsk,"Fernando & Sorocaba, Maiara & Maraisa",Zona de Risco (feat. Maiara & Maraisa) - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.519,0.652,182850,0.918,0.22,145.784,0.803,
spotify:track:25usEf5iGk9HL0LM9VTxue,"Jovem Dionisio, Vintage Culture, Future Class",Pontos de Exclamação - Vintage Culture & Future Class Remix,"brazilian house,brazilian edm,indie curitibano",0.0742,0.786,218770,0.75,0.102,124.032,0.696,
spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Dancing With A Stranger (with Normani),"uk pop,r&b,pop",0.45,0.741,171030,0.52,0.0656,102.998,0.347,
spotify:track:6HaTYIUKd8SzdvGOfutBRD,"Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv, Salve Malak",Poesia Acústica #2: Sobre Nós,"trap baiano,pop rap brasileiro,pop nacional,nova musica pernambucana,rap baiano,brazilian hip hop,rap pernambucano",0.703,0.613,471768,0.641,0.188,93.805,0.803,
spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),"art pop,pop,dance pop",0.021,0.672,182200,0.855,0.0397,123.056,0.646,
spotify:track:3eo3Dw5OGSWCzJDVHLKE3v,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Enséñame,"latin pop,mexican pop,latin arena pop,latin viral pop",0.385,0.68,221853,0.796,0.0588,80.945,0.624,
spotify:track:76SjZ87SE24IwfNGBquUn5,Israel & Rodolffo,Fala Na Minha Cara - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.462,0.598,155047,0.543,0.03,76.464,0.644,
spotify:track:2XcGx3IrNQgIgVRSYt7gmO,"Filipe Ret, WEY, Pedro Lotto, Nagalli",Acende a Vela,"pop rap brasileiro,trap brasileiro",0.355,0.654,168000,0.563,0.366,119.95,0.517,
spotify:track:0ABlfvoRn4QnknBadvFIdA,MC Rogerinho,Recaída Sem Compromisso,"batidao romantico,arrocha",0.168,0.926,180891,0.617,0.0584,132.012,0.968,
spotify:track:6Xgq7MvZiet0hVi3KaDSgJ,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),"canadian pop,pop rap,pop,conscious hip hop,hip hop,rap,chicago rap",0.2,0.67,212093,0.693,0.35,87.017,0.388,
spotify:track:4mdlehe2znCTAzlFhrOa09,"mc jhenny, DJ KOSTA 22, Mc Gw",Chamo Teu Vulgo Malvadão,"funk carioca,funk paulista,funk mtg,funk mandelao,funk rj",0.171,0.949,118308,0.62,0.331,129.869,0.76,
spotify:track:3pkD2SgKFSuFoideGjtlnb,Zé Neto & Cristiano,Novela das Nove - Acústico,"agronejo,sertanejo universitario,sertanejo,arrocha",0.596,0.455,155964,0.738,0.114,76.543,0.592,
spotify:track:2A1wAFgn0ZYZZsfGzlwdfq,Atitude 67,Saideira - Ao Vivo,"pop nacional,sertanejo universitario,pagode novo",0.387,0.631,178373,0.915,0.137,160.01,0.668,
spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,"funk carioca,arrocha,brega funk,arrochadeira,funk 150 bpm,funk rj",0.132,0.819,137125,0.684,0.119,170.187,0.959,
spotify:track:4W7Y0EsaVPh87WKC1etOHA,"Orochi, Mainstreet, Mc Poze do Rodo, Ajaxx",Lobo,"funk carioca,trap funk,trap carioca,brazilian hip hop,trap brasileiro",0.179,0.398,240000,0.59,0.069,121.492,0.105,
spotify:track:4qsOrxBv09HhNSpsgMRXdC,"Marília Mendonça, Maiara & Maraisa",Esqueça-Me Se For Capaz,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.276,0.799,169059,0.685,0.0725,122.013,0.623,
spotify:track:0WuiPOSkktKmSdtwElLjTm,"Dj Scar, Dj Menor Da 2, Mc Jajau",Bom Dia / A Tropa do Serrão Te Chamou pra Piscina,"funk viral,funk mtg",0.331,0.719,94649,0.427,0.778,115.416,0.451,
spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","trap,pop rap,atl hip hop,rap,melodic rap,canadian hip hop,canadian trap",0.25,0.8,195429,0.658,0.079,140.042,0.462,
spotify:track:770dThFIyI1l6ovcxxeUW2,"DJ BOY, MC Joãozinho VT, MC V7, MC Letto, MC Leozinho ZS, Mc IG, Mc Davi, Mc Kako",Coração Gelado 2,"funk consciente,funk paulista,funk carioca,funk mtg",0.263,0.841,421463,0.592,0.155,164.039,0.563,
spotify:track:3hbTkJ0yFzHbawnKyhvTQj,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Sálvame,"latin pop,mexican pop,latin arena pop,latin viral pop",0.0454,0.473,224973,0.657,0.024,74.996,0.294,
spotify:track:4FOf88scN5qTRGXc55tGJ0,"Mc Poze do Rodo, Mainstreet, Orochi, Ajaxx, Bielzin, Azevedo, Shenlong, Galdino",Assault (Rio),"funk carioca,trap funk,trap carioca,brazilian hip hop,trap brasileiro",0.522,0.554,324016,0.603,0.121,80.564,0.399,
spotify:track:4vDC52DnSqAjec5Vh5yJEb,"DJ Matt D, Mc Lipi, MC Lemos, Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo","Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo)","funk consciente,funk paulista,funk carioca",0.0935,0.906,303769,0.641,0.308,129.987,0.678,
spotify:track:3056x1XkmICnQmji68rrft,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),"agronejo,sertanejo universitario,sertanejo,arrocha",0.377,0.683,160565,0.883,0.0691,122.847,0.678,
spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.617,0.486,153410,0.871,0.258,151.175,0.663,
spotify:track:7zcQ56JRoNd4JAwGKcrxiZ,"Mc Poze do Rodo, MC Ryan SP, Salvador Da Rima, Bielzin",Sigo na Fé do Pai,"trap brasileiro,funk ostentacao,funk paulista,funk carioca",0.141,0.499,264828,0.762,0.453,173.262,0.622,
spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,"neo soul,indie soul,pop,hip hop,escape room,dance pop",0.182,0.586,242096,0.616,0.0324,148.088,0.719,
spotify:track:0Iw6WyxOrleibC0j0fRJmk,Luísa Sonza,INTERE$$EIRA,"pop nacional,funk carioca",0.0826,0.708,130447,0.695,0.0637,140.119,0.521,
spotify:track:6dJJ9OlxyeXenDCgTGdsTR,Douglas & Vinicius,Volume 3 - Ao Vivo,"arrocha,sertanejo pop",0.491,0.67,171272,0.854,0.0436,146.032,0.732,
spotify:track:1O74aTse7W5hd2rAvnEVaW,"Jeff Costa, Mc Danny",Xerecard,"arrochadeira,rave funk",0.426,0.94,236112,0.739,0.0441,125.964,0.962,
spotify:track:3X5zRkzlpTiajlkI9QXQUz,Henrique & Juliano,Meu Amor - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.595,0.403,171307,0.871,0.125,175.053,0.775,
spotify:track:7KShGTrCjujjGb6rqGjd5r,Zé Neto & Cristiano,Status Que Eu Não Queria - Acústico,"agronejo,sertanejo universitario,sertanejo,arrocha",0.598,0.698,149764,0.633,0.0349,117.751,0.766,
spotify:track:2uGk60j3LR5bp6tGq9vtII,"GORDÃO DO PC, Kadu Martins, DJ LUCAS DE PAULA, MC Kevin o Chris",Halls na Língua - Remix,"funk carioca,funk viral,funk bh,funk 150 bpm,funk mtg,funk rj",0.599,0.609,144000,0.624,0.346,81.521,0.879,
spotify:track:6a5JCYemYOR4lta1mzaetS,"FBC, VHOOR, Mac Júlia",Se Tá Solteira,"rap feminino nacional,rap mineiro,trap funk,brazilian hip hop,chill baile,boom bap brasileiro",0.00399,0.862,115859,0.671,0.167,130.031,0.406,
spotify:track:1dv8qeBPtLAli7J3xNeTDR,"Luísa Sonza, Baco Exu do Blues",Surreal,"funk carioca,pop rap brasileiro,pop nacional,rap baiano,trap brasileiro",0.339,0.565,234731,0.522,0.137,171.911,0.354,
spotify:track:0Qh38w01QRXK6KHIv0e3hb,P!nk,What About Us,"pop,dance pop",0.0281,0.491,269600,0.588,0.0506,113.608,0.193,
spotify:track:0wRn3ggAY1fIupTaVigdza,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),"funk carioca,trap funk,trap carioca,trap brasileiro,funk consciente",0.288,0.623,302118,0.656,0.229,112.823,0.576,
spotify:track:78APwJSo30uWBB5PWROMNw,"Marília Mendonça, Maiara & Maraisa",Para de Me Chamar Pra Trair,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.561,0.548,207251,0.506,0.0292,79.053,0.525,
spotify:track:6RgXU5moRK2kNovhLQV0Yq,"BK, Luccas Carlos, Nansy Silvvz, Gigantes",Músicas de amor nunca mais,"pop rap brasileiro,pop nacional,r&b brasileiro,brazilian hip hop",0.244,0.725,202899,0.585,0.109,113.151,0.409,
spotify:track:4HD67byP5AqlOGuoMyUgyA,"Filipe Ret, Dallass, Honaiser, LODONI",Melhor Agora,"pop rap brasileiro,trap brasileiro",0.0174,0.705,121463,0.762,0.0645,81.978,0.55,
spotify:track:5Yzb3sVRYO4kqHhy0iVs1K,"LUDMILLA, Felipe Araújo",Clichê (Participação especial de Felipe Araújo),"funk carioca,arrocha,pop nacional,pagode baiano,sertanejo universitario,funk rj,sertanejo,funk pop",0.439,0.674,190141,0.53,0.106,177.998,0.228,
spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,"agronejo,forro,arrocha,sertanejo universitario,arrochadeira,sertanejo",0.231,0.704,153448,0.936,0.058,170.063,0.96,
spotify:track:5i9QsbNUyVGw8n0K1Oakde,"MC L da Vinte, MC Luan da BS, Mc DB, MC Josh, MC Braz, MC Keven da VC","Set do Dj 2W, Vol. 2","funk carioca,funk bh,funk mtg,funk ostentacao,funk rj",0.457,0.775,360000,0.63,0.121,86.307,0.628,
spotify:track:0E0OENqh3jaZ4VpDFTOLGj,"Mc Delux, DJ ABDO, CLUB DA DZ7",EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI,"phonk brasileiro,funk mandelao,funk mtg",0.411,0.955,158769,0.659,0.382,129.962,0.495,
spotify:track:4can6ssapSsRCEbZZfYL8K,"Pineapple StormTv, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena, Caio Luccas",Poesia Acústica 12 - Pra Sempre,"trap baiano,pop rap brasileiro,rap baixada fluminense,nova musica pernambucana,pop lgbtq+ brasileira,rap baiano,trap carioca,brazilian hip hop,musica capixaba,r&b brasileiro,trap brasileiro,rap pernambucano,rap capixaba",0.451,0.636,472174,0.665,0.0503,91.976,0.374,
spotify:track:3p3iOpzsKOGMeNBaexBXXR,Luan Santana,ASSIM NASCE UM BÊBADO,"sertanejo universitario,sertanejo,arrocha",0.511,0.459,223374,0.78,0.0935,92.358,0.507,
spotify:track:4A5NB5ygGvuN10h8bHp4pa,"Mc Kevin, MC Hariel, Dj Nene",Fogo na Pólvora,"funk ostentacao,funk paulista,funk carioca,funk consciente",0.816,0.741,234000,0.543,0.0581,89.997,0.591,
spotify:track:68cPbG7hJnwDW9nPX1uQcX,"BIN, Mainstreet, Ajaxx",Saturno,"trap funk,trap brasileiro,rap baixada fluminense,trap carioca",0.704,0.694,186947,0.551,0.0485,95.003,0.908,
spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,"agronejo,pagode,arrocha,sertanejo universitario,pagode novo,sertanejo",0.555,0.52,177068,0.74,0.0703,138.097,0.778,
spotify:track:4jAIqgrPjKLTY9Gbez25Qb,Harry Styles,Lights Up,pop,0.0392,0.575,172213,0.621,0.032,101.987,0.27,
spotify:track:3UxbT06Mz8aTJbHYYIxwkI,Gusttavo Lima,Mundo de Ilusões - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.496,0.758,185781,0.925,0.0548,142.008,0.775,
spotify:track:3RVylAtukXgF7xSXFn2OwA,Sorriso Maroto,O Impossível,"pagode,sertanejo universitario,pagode novo",0.79,0.596,177741,0.741,0.0365,150.149,0.695,
spotify:track:4nraNqonMyfc0U3o8VeXVu,"Alok, Zeeba, iRO",Ocean,"pop nacional,electro house,slap house",0.197,0.655,174002,0.684,0.0269,110.037,0.27,
spotify:track:7o6mPqSSF4AqyoljLLfYz6,Israel & Rodolffo,Conselho - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.127,0.871,142413,0.629,0.0745,127.023,0.689,
spotify:track:29Mwr4G1352Vh5xZU71DGJ,Luísa Sonza,Campo De Morango,"pop nacional,funk carioca",0.298,0.545,76396,0.872,0.139,102.154,0.782,
spotify:track:1rfofaqEpACxVEHIZBJe6W,"Camila Cabello, Young Thug",Havana (feat. Young Thug),"trap,atl hip hop,rap,melodic rap,pop,dance pop,atl trap,gangster rap",0.184,0.765,217307,0.523,0.03,104.988,0.394,
spotify:track:7dKqPh21HpsysZvRWyNeM1,Isadora Pompeo,Bênçãos Que Não Têm Fim (Counting My Blessings),brazilian gospel,0.521,0.422,209520,0.609,0.0375,113.067,0.31,
spotify:track:220QqE38Qrmyrtyd5xqB8i,Pabllo Vittar,Seu Crime,"funk carioca,pop nacional,pop lgbtq+ brasileira,dance pop,funk pop",0.0944,0.788,154941,0.667,0.0913,127.056,0.646,
spotify:track:5vdQUAFncALEH9EQvyAqIX,"DJ Jeeh FDC, MC LCKaiique, MC Celo BK, DJ Menezes, DJ Arana",Forte Forte de Lacoste - Pra Começar o Final de Semana,funk mtg,0.569,0.633,182769,0.589,0.519,81.889,0.649,
spotify:track:2PsrJc45N7xbFo2ZrL4bHD,"Veigh, Supernova Ent, Honaiser, Toledo, Nagalli, Bvga Beatz",Invisível pt.2,trap brasileiro,0.143,0.667,174556,0.486,0.244,87.838,0.487,
spotify:track:3lCSd3WrJ3k0Cb2kkEceqw,"Paulo e Nathan, Guilherme & Benuto",Beija Eu Sem Amor - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.502,0.725,164417,0.818,0.2,101.918,0.555,
spotify:track:6npsMy4sqPy5oywywl2UJy,"Sorriso Maroto, Gloria Groove",Me Olha Nos Olhos / Futuro Prometido / Não Tem Perdão - Ao Vivo,"pagode,funk carioca,pop lgbtq+ brasileira,sertanejo universitario,pagode novo",0.657,0.424,401026,0.621,0.0476,152.965,0.562,
spotify:track:4a5YIaK7qFu6T63GeYx1Ih,"BIN, Borges, L7NNON, Ajaxx",Quase uma Semana,"pop rap brasileiro,rap baixada fluminense,trap carioca,trap brasileiro,funk rj",0.104,0.814,259672,0.768,0.078,122.058,0.8,
spotify:track:54FV2rMVwLusAVnzROB0c1,"Orochi, Caio Luccas, Pedro Lotto, Mainstreet, Galdino, Ribb",Mesma História,"trap funk,trap brasileiro,trap carioca,brazilian hip hop",0.594,0.464,163636,0.615,0.164,70.047,0.486,
spotify:track:0NBgyml7T0IvUNbXIkcSpH,"Xamã, Gustah, Neo Beats, Bagua Records",Malvadão 3,"pop rap brasileiro,trap brasileiro,brazilian hip hop",0.378,0.821,141770,0.609,0.268,133.133,0.516,
spotify:track:6juD9PQwAPvuXYIAE2gjhO,Henrique & Juliano,Volta Por Baixo - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.386,0.532,192632,0.769,0.0501,123.413,0.463,
spotify:track:3vu864xi5Xis9VfOsJpmXu,LUDMILLA,Rainha da Favela,"funk carioca,pop nacional,pagode baiano,funk pop,funk rj",0.23,0.867,160905,0.67,0.0438,135.064,0.891,
spotify:track:2InUVOBY515umeuwdQtsQ4,Zé Neto & Cristiano,Esses Vícios,"agronejo,sertanejo universitario,sertanejo,arrocha",0.746,0.594,155588,0.597,0.0389,109.848,0.804,
spotify:track:7as7OL7cmgFZDADgVjQZjz,Os Barões Da Pisadinha,Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo,"agronejo,arrocha,piseiro,sertanejo universitario,forro",0.346,0.658,189115,0.937,0.0476,168.034,0.96,
spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),"r&b,houston rap,pop,rap,trap queen",0.0194,0.935,187541,0.454,0.375,133.073,0.357,
spotify:track:3h3fui1QXImL2zRcs9v2Lc,Casa Worship,A Casa É Sua,brazilian gospel,0.322,0.327,562388,0.731,0.0398,132.76,0.0792,
spotify:track:3eCofNVG97J3lRyNhh0zPP,Luísa Sonza,Boa Menina,"pop nacional,funk carioca",0.033,0.819,147502,0.565,0.0537,89.965,0.58,
spotify:track:7zKqmAHGY8zm2UA4wT5ant,"Veigh, Toledo, Supernova Ent, Bvga Beatz",Perdoa Por Tudo Vida,trap brasileiro,0.439,0.715,160000,0.328,0.452,113.969,0.662,
spotify:track:18XOY618zQH4bFw3TgVT9L,"MC Cabelinho, Vinicin, Amorim, A.R, Palma, Felipe Rosa, Brutos, Bairro 13",VALHO NADA,"trap funk,trap brasileiro,funk consciente,trap carioca",0.529,0.754,217540,0.641,0.0717,142.015,0.401,
spotify:track:4uD7ypL7pDmOiMiVX6TCCa,Mc IG,3 Dias Virado,"funk consciente,funk paulista,funk carioca,funk mtg",0.0202,0.823,207158,0.474,0.0503,95.05,0.833,
spotify:track:3wB81eGupHVv9W4mF9IsHh,MC Kevinho,Facilita,"funk ostentacao,funk carioca,sertanejo universitario,funk pop",0.0509,0.894,158769,0.551,0.188,130.017,0.779,
spotify:track:1vvcEHQdaUTvWt0EIUYcFK,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","modern indie pop,miami hip hop,pov: indie,indie r&b,soundtrack,trap,florida rap,rap,melodic rap,singer-songwriter pop,florida drill,k-pop,trap latino,memphis hip hop",0.129,0.715,175802,0.681,0.113,84.924,0.277,
spotify:track:1IfEBUFHQbv2E1W0867av9,Anne,Are baba,,0.606,0.81,200026,0.785,0.0556,149.944,0.913,
spotify:track:3smtwkthoDwPYDtxS3UrIk,"Mc Davi, Grupo Presença, Mc Paiva ZS, Gabb MC, MC Paulin da Capital, MC Cebezinho",Pagodeiro,"pagode,funk carioca,funk viral,funk paulista,funk mtg,pagode novo,funk consciente,funk rj",0.44,0.893,458667,0.554,0.134,120.127,0.804,
spotify:track:5DoYLtsVnNMcrgpMdEPOsI,"DJ Dozabri, DJ Arana, Silva Mc, MC Luiggi, Meno Saaint",É Só Um Lance Lero Lero,"funk mtg,funk mandelao",0.588,0.905,116308,0.713,0.271,130.193,0.756,
spotify:track:62W2f0QOg20ufNjJQHqnkq,"Mc IG, MC Ryan SP, MC PH, DJ Glenner, DJ Oreia, Gabb MC, MC Bruno MS, MC GP, MC Rhamon, Mc Dena, TrapLaudo",Fernando de Noronha,"funk carioca,funk viral,funk paulista,funk mtg,funk consciente",0.599,0.653,468837,0.457,0.53,115.065,0.783,
spotify:track:5ffDENIdtByAZxHpuuj9li,"Veigh, Nick Nash, Wylo, Nagalli, Supernova Ent, Kaash Paige",Vida Chique,"trap brasileiro,contemporary r&b",0.557,0.597,210545,0.461,0.389,106.609,0.553,
spotify:track:2uUIYTeyhSDfjgWN4HCCOA,MC Marks,Cheiro de Riqueza,"funk consciente,funk paulista",0.121,0.722,153281,0.612,0.124,127.796,0.625,
spotify:track:7Gk5OrMYaMRtT2JmgJVAfk,"ANAVITÓRIA, Vitor Kley",Pupila,"pop lgbtq+ brasileira,nova mpb,pop nacional,folk brasileiro",0.401,0.716,202288,0.426,0.128,88.794,0.434,
spotify:track:4X8ffwg6f9tW7Z4i7IDxhv,Class A,"Toda Noite (feat. Pk, IGOR, OIK, Mello, Neconbeat, DreamHou$e)","funk carioca,pop rap brasileiro,trap funk,brazilian hip hop,trap brasileiro",0.427,0.773,172478,0.619,0.0743,127.952,0.317,
